section_id,road_number,road_name,road_start,road_end,section_order,province,district,commune,management,start_km,end_km,length,width,road_class,terrain,temperature,moisture,surface_type,condition_class,pavement_age,traffic_level,traffic_growth,lanes,road_type,roughness,structural_no,aadt_motorcyle,aadt_carsmall,aadt_carmedium,aadt_delivery,aadt_4wheel,aadt_smalltruck,aadt_mediumtruck,aadt_largetruck,aadt_articulatedtruck,aadt_smallbus,aadt_mediumbus,aadt_largebus,aadt_total
214TS00006-01,214,Xã Tân Ninh.Thôn 6,Ngã ba Ông Cường,Ngã ba ông Hoa,1,Thanh Hoa,TS,,4,0,0.8,0.8,3,7,3,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00007-01,214,Xã Tân Ninh.Thôn 7,Ngã ba ông Quế ,Ngã ba Ông Hương,1,Thanh Hoa,TS,,4,0,1.15,1.15,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00008-01,214,Xã Tân Ninh.Thôn 8,Ngã ba Ông Quang,Ngã ba Anh Thắng,1,Thanh Hoa,TS,,4,0,1,1,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00009-01,214,Xã Tân Ninh.Thôn 9,Cầu Mỏ,Đê tả,1,Thanh Hoa,TS,,4,0,1,1,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00010-01,214,Xã Tân Ninh.Thôn 10,Ngã Ba Ông Phố,Giáp đường 506,1,Thanh Hoa,TS,,4,0,0.85,0.85,3,7,3,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00011-01,214,Xã Tân Ninh.Thôn 11,Ngã ba Ông Lâm,Ngã ba Ông Lục,1,Thanh Hoa,TS,,4,0,1,1,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00012-01,214,Xã Tân Ninh.Thôn 12,Ngã ba Anh Nam,Ngã ba Anh Các,1,Thanh Hoa,TS,,4,0,1.3,1.3,3.5,7,2,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00013-01,214,Xã Tân Ninh.Thôn 13,Ngã ba Anh Thành,Ngã ba Ông Triệu,1,Thanh Hoa,TS,,4,0,1.12,1.12,3.5,7,2,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00014-01,214,Xã Thọ Thế.QL 47- Thọ Phú,Quốc lộ 47,Xã Thọ Thế,1,Thanh Hoa,TS,,4,0,1.2,1.2,4,6,2,1,4,3,3,7,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00015-01,214,Xã Thọ Thế.QL 47- Thọ Tân,Quốc lộ 47,Thọ Tân,1,Thanh Hoa,TS,,4,0,0.75,0.75,4,6,3,1,4,3,3,7,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00016-01,214,Xã Thọ Thế.QL 47 - Xóm 5,Xóm 5,Nhà Ông Giáp,1,Thanh Hoa,TS,,4,0,0.5,0.5,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00017-01,214,"Xã Thọ Thế.QL 47 - xóm 1, 2 
Thọ Dân",Ql 47,Giáp xã Thọ Dân,1,Thanh Hoa,TS,,4,0,1.8,1.8,3,7,3,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00018-01,214,"Xã Thọ Thế.QL 47 đi xóm 6,7 ",Ql 47,Xóm 7,1,Thanh Hoa,TS,,4,0,0.8,0.8,3,7,3,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00019-01,214,Xã Thọ Thế.Xóm 12 đi 11,Xóm 12,Xóm 11,1,Thanh Hoa,TS,,4,0,1.3,1.3,3,7,3,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00020-01,214,Xã Thọ Thế.Xóm 9 đi xóm 10,Xóm 9,Xóm 10,1,Thanh Hoa,TS,,4,0,0.75,0.75,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00021-01,214,Xã Thọ Thế.QL 47đi xóm 4 Thọ Tân,Ql 47,Giáp xã Thọ Tân,1,Thanh Hoa,TS,,4,0,1.3,1.3,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00022-01,214,"Xã Thọ Thế.QL 47 đi xóm 2,3",Ql 47,Xóm 3,1,Thanh Hoa,TS,,4,0,1,1,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00023-01,214,Xã Thọ Thế.Xóm 3 đi xóm 4,Xóm 3,Xóm 4,1,Thanh Hoa,TS,,4,0,0.5,0.5,3,7,3,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00024-01,214,Xã Dân Lực.QL 47 - Cổng Trào,QL 47,Cổng Trào,1,Thanh Hoa,TS,,4,0,0.3,0.3,3.5,7,2,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00025-01,214,Xã Dân Lực.Cổng Chào - Ông Thiệp,Cổng Chào,Ông Thiệp,1,Thanh Hoa,TS,,4,0,0.706,0.706,3.5,7,2,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00026-01,214,Xã Dân Lực.Ồng Thơm - Cổng trào Ân Mộc,Ông Thơm,Cổng Trào,1,Thanh Hoa,TS,,4,0,0.97,0.97,3.5,7,2,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00027-01,214,Xã Dân Lực.TL 506 - Trường cấp III,TL 506,Trường cấp 1,1,Thanh Hoa,TS,,4,0,0.45,0.45,4,7,2,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00028-01,214,Xã Dân Lực.TL 506- Đầu Cầu,TL 506,Đầu cầu,1,Thanh Hoa,TS,,4,0,0.17,0.17,3.5,7,2,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00029-01,214,Xã Dân Lực.Ông Oanh - Ông Phúc,Ông Oanh,Ông Phúc,1,Thanh Hoa,TS,,4,0,0.5,0.5,2.5,7,2,1,4,3,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00030-01,214,Xã Dân Lực.TL 506 - Phúc Hải,TL 506,Phúc Hải,1,Thanh Hoa,TS,,4,0,2.97,2.97,6,7,2,1,4,5,3,7,1,5,3,2,13,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00031-01,214,Xã Hợp Tiến.Xóm 1 - Xóm 2,Xóm 1,Xóm2,1,Thanh Hoa,TS,,4,0,1.4,1.4,3,6,2,1,4,4,3,7,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00032-01,214,Xã Hợp Tiến.Xóm 2- xóm 9,Xóm 2,Xóm 9,1,Thanh Hoa,TS,,4,0,5.5,5.5,4,6,2,1,4,4,3,6,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00033-01,214,Xã Hợp Tiến.TL 514 - xóm 4,Xóm 3,Xóm 4,1,Thanh Hoa,TS,,4,0,0.4,0.4,6,6,2,1,4,4,3,6,1,4,3,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00034-01,214,Xã Hợp Tiến.Xóm 2 - xóm 6,Xóm 2,Xóm 6,1,Thanh Hoa,TS,,4,0,0.5,0.5,3,6,2,1,4,4,3,6,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00035-01,214,"Xã Hợp Tiến.Xóm 5 đi xóm 7,8",Xóm 5,"Xóm 7,8",1,Thanh Hoa,TS,,4,0,0.7,0.7,3,6,2,1,4,4,3,6,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00036-01,214,Xã Dân Quyền.Dân Lý - Thôn 1,Dân Lý,Cầu Thôn 1,1,Thanh Hoa,TS,,4,0,4.75,4.75,3.5,4,3,1,4,1,3,10,6,2,1,1,7,4,1000,100,180,80,80,300,120,40,0,80,20,0,2000
214TS00037-01,214,Xã Dân Quyền.Mày Đáy - QL47,Mày đáy,QL 47,1,Thanh Hoa,TS,,4,0,1.43,1.43,3.5,4,1,1,4,1,3,6,5,2,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00038-01,214,Xã Dân Quyền.Trường cấp 1B - QL 47,Trường cấp 1B,QL 47,1,Thanh Hoa,TS,,4,0,1.48,1.48,3.5,4,3,1,4,1,3,6,5,2,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00039-01,214,Xã Dân Quyền.Nhà bia thôn 6 - QL 47,Nhà bia thôn 6,QL 47,1,Thanh Hoa,TS,,4,0,1.59,1.59,3.5,6,3,1,4,4,3,10,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00040-01,214,Xã Dân Quyền.Cầu sắt thôn 2- Thôn 1,Thôn 2,Thôn 1,1,Thanh Hoa,TS,,4,0,0.81,0.81,4.5,6,3,1,4,1,3,7,5,4,2,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00041-01,214,Xã Dân Quyền. Sậu thôn 2-  Hà thôn 2,An Văn Sâu thôn 2,An Văn Hà thôn 2,1,Thanh Hoa,TS,,4,0,0.28,0.28,2.1,6,1,1,4,4,3,7,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00042-01,214,Xã Dân Quyền.Cầu thôn 1 - Thôn 2,Cầu thôn 1,Thôn 2,1,Thanh Hoa,TS,,4,0,0.27,0.27,2.5,6,1,1,4,1,3,7,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00043-01,214,Xã Dân Quyền.Thôn 4 - thôn 3,Anh Huấn thôn 4,Đồng Thắm 3,1,Thanh Hoa,TS,,4,0,0.42,0.42,3.2,6,1,1,4,4,3,10,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00044-01,214,Xã Dân Quyền.Thôn 4 - thôn 2,Ông Đức thôn 4,Cầu Sắt thôn 2,1,Thanh Hoa,TS,,4,0,0.24,0.24,3.4,6,1,1,4,4,3,10,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00045-01,214,Xã Dân Quyền.Thôn 4 - Thôn 3,Bà Đảng thôn 4,Bà Hương thôn 3,1,Thanh Hoa,TS,,4,0,0.42,0.42,3.6,6,1,1,4,1,3,6,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00046-01,214,Xã Dân Quyền.Đường liên xã - Cầu thôn 7,Liên xã,Cầu thôn 7,1,Thanh Hoa,TS,,4,0,0.44,0.44,4.2,6,1,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00047-01,214,"Xã Dân Quyền.Liên xã - Cầu thôn 9,1",Liên xã,"Cầu thôn 9,1",1,Thanh Hoa,TS,,4,0,0.32,0.32,3,6,1,1,4,4,3,7,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00048-01,214,Xã Triệu Thành.Thôn 1 - Thôn 9,Cỗng trào Thôn 1,Như Thanh,1,Thanh Hoa,TS,,4,0,3.9,3.9,5,6,3,1,4,4,3,8,2,4,2,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00049-01,214,Xã Triệu Thành.Thôn 3 - Thôn 7,Thôn 3,Thôn 7,1,Thanh Hoa,TS,,4,0,3.5,3.5,5,6,3,1,4,4,3,8,2,4,2,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00050-01,214,Xã Triệu Thành.Thôn 7 - Cán Khê,Ngã ba Ông Quý,Cán khê,1,Thanh Hoa,TS,,4,0,1.2,1.2,3.5,6,3,1,4,4,3,7,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00051-01,214,Xã Triệu Thành.Thôn 6 - Thôn 6,Ngã 3 Cay Trí,Đông Anh,1,Thanh Hoa,TS,,4,0,1.3,1.3,3.5,6,3,1,4,4,3,7,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00052-01,214,Xã Triệu Thành.Thôn 3 - Thôn 11,Bgax ba Ông Côn,Hồ Đồng Bể,1,Thanh Hoa,TS,,4,0,1.78,1.78,4,6,3,1,4,4,3,7,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00053-01,214,Xã Triệu Thành.Thôn 10 - Thôn 4,Ngã 3 Ông Ba,Hồ Đình,1,Thanh Hoa,TS,,4,0,1.3,1.3,3.5,6,3,1,4,4,3,6,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00054-01,214,Xã Triệu Thành.Thôn 3 - Thôn 2,Cỗng Trào Thôn 2,ĐL 514,1,Thanh Hoa,TS,,4,0,1.2,1.2,3.5,6,3,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00055-01,214,Xã Minh Sơn.Thôn 1 - Thôn 3,TL 517,Đường Thị trấn đi Thọ Bình,1,Thanh Hoa,TS,,4,0,2.46,2.46,3,6,3,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00056-01,214,Xã Minh Sơn.Thôn 1 - Thị Trấn,Ngã ba Ông Lanh Thôn 1,Đường Thị trấn đi Thọ Bình,1,Thanh Hoa,TS,,4,0,0.54,0.54,3,6,3,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00057-01,214,Xã Minh Sơn.Thôn 1 - Thôn 2,Ngã ba Ông Xuân Thôn 1,Trạm Điện,1,Thanh Hoa,TS,,4,0,0.33,0.33,3,6,3,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00058-01,214,Xã Minh Sơn.Thôn 2 - Thôn 3,Nhà Văn hóa Thôn 2,Ngã Ba Ông Lich,1,Thanh Hoa,TS,,4,0,0.42,0.42,3,6,3,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00059-01,214,Xã Minh Sơn.Thôn 2 - thôn 5,Dốc Quân Y,TL 506,1,Thanh Hoa,TS,,4,0,2.64,2.64,3,6,3,1,4,1,3,8,6,4,1,1,7,4,1000,100,180,80,80,300,120,40,0,80,20,0,2000
214TS00060-01,214,Xã Minh Sơn.Thôn 4 - Thôn 5,Ngã tư Ông Ba T4,Ngã Ba Ông Ngà Thôn 5,1,Thanh Hoa,TS,,4,0,1.31,1.31,3,6,3,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00061-01,214,Xã Minh Sơn.Thôn 4 - Thị Trấn,Ngã tư Ông Ba T4,Phố Bà Triệu,1,Thanh Hoa,TS,,4,0,0.9,0.9,5,6,3,1,4,4,3,8,2,4,2,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00062-01,214,Xã Minh Sơn.Thôn 4 - Thị Trấn,Ngã BA Ông Nhẫn T$,Đường mới Thị Trấn,1,Thanh Hoa,TS,,4,0,0.3,0.3,5,6,3,1,4,4,3,8,2,4,2,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00063-01,214,Xã Minh Sơn.Thôn 4 - Thọ Tân,Chợ Mốc,Thọ Tân,1,Thanh Hoa,TS,,4,0,1.6,1.6,5,6,3,1,4,4,3,8,2,4,2,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00064-01,214,Xã Minh Sơn.Thôn 7  - Thị Trấn,Trạm Bươm,TL 514,1,Thanh Hoa,TS,,4,0,0.7,0.7,3,6,3,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00065-01,214,Xã Minh Sơn.Thôn 8 - 514,Nhà Văn hoa Thôn 8,TL 514,1,Thanh Hoa,TS,,4,0,0.5,0.5,3,6,3,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00066-01,214,Xã Đồng Lợi.Lọc Tạch 1- Quần Nham 1,TL 517,Đường Tầu,1,Thanh Hoa,TS,,4,0,1.72,1.72,4,6,1,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00067-01,214,Xã Đồng Lợi.Long Vân 2 - Lọc Nham,TL 517,Đồng Tiến,1,Thanh Hoa,TS,,4,0,1.42,1.42,4,6,1,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00068-01,214,Xã Đồng Lợi.Long Vân 1 - Thọ Lộc,TL 517,Đê Sông Hoàng,1,Thanh Hoa,TS,,4,0,0.9,0.9,4,6,1,1,4,1,3,8,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00069-01,214,Xã Đồng Lợi.TBA số 1 - Sân vận động,TL 517,Nhà Văn Hóa thôn LV 1,1,Thanh Hoa,TS,,4,0,0.6,0.6,4,6,1,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00070-01,214,Xã Đồng Lợi.Lọc Nham - Thọ Lộc,Nhà văn hóa,TL 517,1,Thanh Hoa,TS,,4,0,0.7,0.7,4,6,1,1,4,1,3,8,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00071-01,214,Xã Đồng Lợi.Long Vân 1 - Quần Nham 1,Ông Bàn Long Vân 1,Ông Gặt Quần Nham 1,1,Thanh Hoa,TS,,4,0,1.3,1.3,4,6,1,1,4,1,3,8,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00072-01,214,"Xã Thọ Sơn.Thôn 1 đi thôn 4,3,2 5",Đê ông Xuyên Th 1,Giao cắt TL 514 Thôn 5,1,Thanh Hoa,TS,,4,0,5.3,5.3,3.5,6,2,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00073-01,214,"Xã Thọ Sơn.Thôn 3-Thôn 5, 12",Ngã ba Ông Thanh Th1,Cống Sập Th12,1,Thanh Hoa,TS,,4,0,1.6,1.6,3,6,3,1,4,1,3,6,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00074-01,214,"Xã Thọ Sơn.Thôn 12 Đi Thôn 11,9,15,16",Cống Sập thôn 12,"Giao cắt TL 514  Cầu  Ngô
 Công",1,Thanh Hoa,TS,,4,0,6,6,3,6,2,1,4,4,4,8,2,4,1,2,16,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00075-01,214,Xã Thọ Sơn.Thôn 6 đi thôn 1,Giáp thôn 15,Dốc Nổ mọ Thôn 1,1,Thanh Hoa,TS,,4,0,1.5,1.5,3.5,6,2,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00076-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,7",Ngã ba Ông Ngọc Thôn 9,Ao rọc Thôn 7,1,Thanh Hoa,TS,,4,0,0.2,0.2,3,6,3,1,4,1,3,6,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
214TS00077-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,8",Ngã ba Ông Ngọc Thôn 10,Ao rọc Thôn 8,1,Thanh Hoa,TS,,4,0,1.3,1.3,3.5,6,2,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00078-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,9",Ngã ba Ông Ngọc Thôn 11,Ao rọc Thôn 9,1,Thanh Hoa,TS,,4,0,6,6,3,6,3,1,4,4,4,8,1,4,1,2,16,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00079-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,10",Ngã ba Ông Ngọc Thôn 12,Ao rọc Thôn 10,1,Thanh Hoa,TS,,4,0,1.5,1.5,3,6,3,1,4,4,4,8,2,4,1,2,16,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00080-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,11",Ngã ba Ông Ngọc Thôn 13,Ao rọc Thôn 11,1,Thanh Hoa,TS,,4,0,0.06,0.06,3,6,3,1,4,4,4,8,1,4,1,2,16,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00081-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,12",Ngã ba Ông Ngọc Thôn 14,Ao rọc Thôn 12,1,Thanh Hoa,TS,,4,0,0.17,0.17,3.5,6,2,1,4,1,4,7,2,4,1,1,10,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00082-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,13",Ngã ba Ông Ngọc Thôn 15,Ao rọc Thôn 13,1,Thanh Hoa,TS,,4,0,0.3,0.3,3,6,3,1,4,4,4,7,1,4,1,2,16,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00083-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,14",Ngã ba Ông Ngọc Thôn 16,Ao rọc Thôn 14,1,Thanh Hoa,TS,,4,0,0.32,0.32,3.5,6,2,1,4,4,3,8,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00084-01,214,"Xã Thọ Sơn.Thôn 9-Thôn 10,8,13,15",Ngã ba Ông Ngọc Thôn 17,Ao rọc Thôn 15,1,Thanh Hoa,TS,,4,0,4.35,4.35,3,6,3,1,4,4,4,8,2,4,1,2,16,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00085-01,214,Xã Xuân Thọ.Thôn 3 - Thôn 1,Bà Soi,Anh Loan,1,Thanh Hoa,TS,,4,0,0.95,0.95,3.5,6,1,1,4,1,3,7,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00086-01,214,Xã Xuân Thọ.Thôn 5 - Thôn 6,Bà Dung,Ngĩa Địa,1,Thanh Hoa,TS,,4,0,0.55,0.55,3,6,1,1,4,4,3,7,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00087-01,214,Xã Xuân Thọ.Thôn 2 - Thôn 5,Bà Oanh,Anh Luyến,1,Thanh Hoa,TS,,4,0,0.57,0.57,3.5,6,1,1,4,4,3,7,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00088-01,214,Xã Xuân Thọ.Thôn 6 - Thôn 1,Hồ Ông Ban,Bà Huương,1,Thanh Hoa,TS,,4,0,0.51,0.51,3,6,1,1,4,4,3,7,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00089-01,214,Xã Xuân Thọ.Thôn 6 - Thôn 5,Anh Anh,Bà Huệ,1,Thanh Hoa,TS,,4,0,0.32,0.32,3,6,1,1,4,4,3,7,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214TS00090-01,214,Xã Xuân Thọ.Thôn 7 - Thôn 10,Anh Lập,Anh thuần,1,Thanh Hoa,TS,,4,0,0.67,0.67,3,6,1,1,4,1,3,7,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00091-01,214,Xã Xuân Thọ.Thôn 9 - Thôn 7,Anh Tuấn,Bà Huyền,1,Thanh Hoa,TS,,4,0,1.55,1.55,3,6,1,1,4,1,3,7,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
214TS00092-01,214,Xã Xuân Thọ.Thôn 9 - Thôn 11,Ánh Hòa,Anh Năm,1,Thanh Hoa,TS,,4,0,3.2,3.2,3.5,6,1,1,4,4,3,7,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00093-01,214,Xã Xuân Thọ.QL 47 - Thôn 10,QL 47,Anh Quy,1,Thanh Hoa,TS,,4,0,1.2,1.2,3,6,1,1,4,4,3,7,2,4,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
214TS00094-01,214,Xã Thọ Cường.Xóm 1 - Xóm 4,Xóm 1,Xóm 4,1,Thanh Hoa,TS,,4,0,1.2,1.2,6,6,2,1,4,4,3,7,2,4,3,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
